label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41
anticlockwise,0.29268723726272583,0.8058850765228271,0.24819877743721008,0.7531840801239014,0.21245667338371277,0.7023927569389343,0.17594648897647858,0.6498289108276367,0.1427953541278839,0.6273472905158997,0.25943437218666077,0.586341917514801,0.27802684903144836,0.543242335319519,0.2814375162124634,0.5767270922660828,0.2763148546218872,0.6069687008857727,0.29369956254959106,0.5832177996635437,0.3099000155925751,0.5691640377044678,0.30840757489204407,0.6053830981254578,0.3028412163257599,0.6323491334915161,0.3256426453590393,0.6020779609680176,0.33619117736816406,0.5914480686187744,0.3337911367416382,0.6215381026268005,0.3267313241958618,0.6497528553009033,0.3535599708557129,0.6265655159950256,0.3627146780490875,0.6110950112342834,0.35833650827407837,0.6408201456069946,0.3516962230205536,0.6662716269493103
anticlockwise,0.33509141206741333,0.7880802750587463,0.2967897951602936,0.728583812713623,0.2657768726348877,0.6744446158409119,0.23583826422691345,0.6203857064247131,0.20873865485191345,0.5926274657249451,0.30869436264038086,0.5711929202079773,0.3382088243961334,0.5310565233230591,0.3432144224643707,0.5650055408477783,0.3360113501548767,0.5947059988975525,0.34090474247932434,0.5751484632492065,0.36609065532684326,0.5545057058334351,0.36536169052124023,0.5914627313613892,0.3561703562736511,0.6212108135223389,0.3714290261268616,0.5964849591255188,0.38998958468437195,0.574783444404602,0.3878057599067688,0.6070839762687683,0.37743547558784485,0.636498749256134,0.3989729583263397,0.6244959235191345,0.41470712423324585,0.5945566892623901,0.41060134768486023,0.6254438161849976,0.4006713032722473,0.6524789929389954
anticlockwise,0.3495045602321625,0.8008474111557007,0.31275901198387146,0.7369508743286133,0.2848886251449585,0.6775190830230713,0.25761878490448,0.6265697479248047,0.22970207035541534,0.6024240851402283,0.31939223408699036,0.5757505297660828,0.35510432720184326,0.532965362071991,0.3623957633972168,0.5699945688247681,0.3557063937187195,0.6031531691551208,0.34854140877723694,0.5796085596084595,0.3831630349159241,0.5578518509864807,0.3836473822593689,0.5995776057243347,0.3713330030441284,0.6318856477737427,0.37850135564804077,0.5983082056045532,0.4065837860107422,0.5786427855491638,0.40461546182632446,0.6176154017448425,0.3916751742362976,0.6475889682769775,0.40714389085769653,0.6241198182106018,0.43184158205986023,0.5959022045135498,0.42864108085632324,0.6307231187820435,0.41635793447494507,0.6585366725921631
anticlockwise,0.3564342260360718,0.807948112487793,0.32470816373825073,0.7432199120521545,0.3004181981086731,0.6837568283081055,0.2774266004562378,0.6367279291152954,0.25277405977249146,0.6126036047935486,0.3247082829475403,0.5813725590705872,0.3665323257446289,0.5394632816314697,0.373663067817688,0.5792387127876282,0.3658398985862732,0.6131551265716553,0.3513544797897339,0.5845367908477783,0.39357519149780273,0.556800901889801,0.39554357528686523,0.5977066159248352,0.38255658745765686,0.6301798224449158,0.3799316883087158,0.6018317341804504,0.41764262318611145,0.5759767889976501,0.4166920781135559,0.6156340837478638,0.4025168716907501,0.6445342898368835,0.40799808502197266,0.627521276473999,0.43949079513549805,0.5992040634155273,0.43647485971450806,0.6343087553977966,0.4231390655040741,0.6602510809898376
anticlockwise,0.36088496446609497,0.8074429035186768,0.331392377614975,0.7461827993392944,0.3091871738433838,0.6871874332427979,0.2887636721134186,0.6432366967201233,0.2655666470527649,0.620692253112793,0.32911527156829834,0.5846115350723267,0.375501811504364,0.5467095971107483,0.38183754682540894,0.5848208665847778,0.3726092576980591,0.6174308061599731,0.35378125309944153,0.5879185199737549,0.40134966373443604,0.5646525025367737,0.40253153443336487,0.6062187552452087,0.38830122351646423,0.6357020735740662,0.380521297454834,0.6038334369659424,0.42428115010261536,0.5818964838981628,0.42263132333755493,0.6228123903274536,0.40709802508354187,0.6489798426628113,0.40723901987075806,0.6278773546218872,0.44368788599967957,0.6044309735298157,0.44061410427093506,0.6405957341194153,0.42614126205444336,0.6647132039070129
anticlockwise,0.3588639497756958,0.8166791796684265,0.32495206594467163,0.7555592060089111,0.2982637882232666,0.6934757232666016,0.27590593695640564,0.6436944603919983,0.250644326210022,0.6174431443214417,0.3265634775161743,0.5926599502563477,0.3675464689731598,0.5525505542755127,0.3743305802345276,0.587953507900238,0.3664393126964569,0.6214214563369751,0.3545629680156708,0.5968087315559387,0.39516186714172363,0.5738241672515869,0.3967234492301941,0.6123153567314148,0.38419193029403687,0.6439405679702759,0.38401344418525696,0.6147080659866333,0.41948437690734863,0.5896037220954895,0.41822487115859985,0.6267496347427368,0.40459829568862915,0.6558552980422974,0.41265353560447693,0.6410308480262756,0.4411691725254059,0.6089571118354797,0.4375978410243988,0.6422765254974365,0.42402225732803345,0.6688717603683472
anticlockwise,0.3556053042411804,0.8205626010894775,0.31977537274360657,0.7552387118339539,0.29161372780799866,0.6941741704940796,0.2655775547027588,0.640453040599823,0.23933234810829163,0.6127507090568542,0.3247871398925781,0.5932259559631348,0.3635892868041992,0.5488969683647156,0.36978235840797424,0.5873970985412598,0.36161214113235474,0.621274471282959,0.3545152246952057,0.5979182720184326,0.3913553059101105,0.575010359287262,0.39208292961120605,0.6159214377403259,0.3800158202648163,0.6475856304168701,0.38502973318099976,0.6175156235694885,0.41521981358528137,0.5939863920211792,0.41350555419921875,0.6317387223243713,0.4004631042480469,0.6611416935920715,0.41368865966796875,0.6444471478462219,0.4385247230529785,0.6129370927810669,0.43490099906921387,0.6470211744308472,0.42229729890823364,0.6734102964401245
anticlockwise,0.3564966022968292,0.8197072744369507,0.31614524126052856,0.7527649402618408,0.2858958840370178,0.6875245571136475,0.25590547919273376,0.6249860525131226,0.2259635478258133,0.5953684449195862,0.3264637887477875,0.594721794128418,0.3585691750049591,0.5427113175392151,0.3629520833492279,0.5793601870536804,0.3545815050601959,0.610602080821991,0.3598896265029907,0.6022353768348694,0.38451167941093445,0.566190242767334,0.38463371992111206,0.6044171452522278,0.3758435845375061,0.634799063205719,0.39229118824005127,0.6247163414955139,0.4091191589832306,0.5855684280395508,0.407978892326355,0.6208494305610657,0.3987445831298828,0.6524299383163452,0.4219260811805725,0.6528816223144531,0.4345853626728058,0.6065663695335388,0.4309966564178467,0.6397111415863037,0.4224928915500641,0.6685395240783691
anticlockwise,0.3578852415084839,0.8217803239822388,0.31759706139564514,0.7555667161941528,0.28685495257377625,0.6900022029876709,0.25552281737327576,0.6269851326942444,0.22465109825134277,0.5997321009635925,0.3285440504550934,0.5957216024398804,0.35919252038002014,0.5417144298553467,0.36301401257514954,0.5780553817749023,0.3544498383998871,0.608245313167572,0.36345648765563965,0.6039705872535706,0.3855879306793213,0.5701674222946167,0.38524606823921204,0.607667863368988,0.37717360258102417,0.6358669400215149,0.3964526057243347,0.6268670558929443,0.4107664227485657,0.5910091400146484,0.40940478444099426,0.6234642863273621,0.4006010591983795,0.6536924242973328,0.4256281852722168,0.6535683274269104,0.4355306327342987,0.6116572618484497,0.43187978863716125,0.6429381370544434,0.4238773584365845,0.670708417892456
anticlockwise,0.3598722517490387,0.830617368221283,0.3184078633785248,0.7597514986991882,0.28719446063041687,0.694335401058197,0.2540627419948578,0.6259289979934692,0.22109867632389069,0.5944054126739502,0.34135690331459045,0.6063052415847778,0.3590688407421112,0.5447849631309509,0.3560062050819397,0.5805392861366272,0.3493764400482178,0.6136221885681152,0.3777466416358948,0.6145786046981812,0.3839152157306671,0.5727863311767578,0.3783358037471771,0.6047753691673279,0.3760993182659149,0.6329525113105774,0.40877240896224976,0.6379396915435791,0.40914660692214966,0.5972099304199219,0.4044814705848694,0.623996913433075,0.4008011221885681,0.6529359817504883,0.43544453382492065,0.6632161140441895,0.43554121255874634,0.6182283163070679,0.42924124002456665,0.6447852253913879,0.42654934525489807,0.6704939603805542
anticlockwise,0.3671739995479584,0.8495526313781738,0.32719099521636963,0.7719371914863586,0.29681405425071716,0.6927759051322937,0.26506245136260986,0.617931067943573,0.23092563450336456,0.5787644982337952,0.37052667140960693,0.6310587525367737,0.37210923433303833,0.5451699495315552,0.3577861189842224,0.5848520994186401,0.34993788599967957,0.6292394399642944,0.4097716808319092,0.6450276970863342,0.39782387018203735,0.5724627375602722,0.3828210234642029,0.6040669679641724,0.3803284168243408,0.6387812495231628,0.43797656893730164,0.6673967242240906,0.42222148180007935,0.6025728583335876,0.4098950922489166,0.6280021071434021,0.40572452545166016,0.6623326539993286,0.45798972249031067,0.6881179809570312,0.44386452436447144,0.6292866468429565,0.43135279417037964,0.6527771353721619,0.42768704891204834,0.6820058226585388
